id	DESeq2_logFC	DESeq2_padj	edgeR_logFC	edgeR_padj	maxPadj	minPadj
MRPL12	0.0250113427671028	0.939886646423455	0.0868386132861005	0.787792647377583	0.939886646423455	0.787792647377583
COG4	-0.134762518327427	0.499961283629709	-0.0747636150876866	0.787919668625751	0.787919668625751	0.499961283629709
ZNF572	-0.257318351259438	0.707835790349202	-0.20904808339425	0.788059848580247	0.788059848580247	0.707835790349202
TMCC1	-0.139784634131717	0.428276779365889	-0.0801342308574266	0.7880910614904	0.7880910614904	0.428276779365889
LAMB3	-0.22633682749034	0.704777202347558	-0.156529983280408	0.788109994160318	0.788109994160318	0.704777202347558
RBM25	-0.1355934315183	0.548851940576369	-0.0760341318073981	0.788206918541	0.788206918541	0.548851940576369
ZNF319	0.0576221750423904	0.894625948898099	0.122392076304587	0.788206918541	0.894625948898099	0.788206918541
FES	0.108979885004071	0.878976306072029	0.168178013108611	0.788607448173308	0.878976306072029	0.788607448173308
MCM2	-0.162365042068207	0.657290011152886	-0.0986484946168723	0.788835712201903	0.788835712201903	0.657290011152886
TMEM144	0.0481621058997891	0.901316348035375	0.108458826426441	0.788859777628804	0.901316348035375	0.788859777628804
LMBR1	-0.14102317494053	0.59176804987142	-0.0836881931993677	0.789219943246554	0.789219943246554	0.59176804987142
C6orf64	-0.161396599539422	0.522210603439791	-0.105093380282176	0.789588156320378	0.789588156320378	0.522210603439791
LOC100506548	0.0297132140725977	0.930259837034943	0.0865179075740154	0.789712637575563	0.930259837034943	0.789712637575563
WRAP73	0.021537313906166	0.933118789751092	0.0826750873158207	0.789767764986307	0.933118789751092	0.789767764986307
TRAPPC5	-0.188963295680015	0.692659682271514	-0.123203508463002	0.791120955017447	0.791120955017447	0.692659682271514
LMO3	0.204884735772326	1	0.261333628257103	0.791650325064482	1	0.791650325064482
PAPD7	0.00928171893428923	0.94856316138654	0.0680263698325529	0.791650325064482	0.94856316138654	0.791650325064482
PRICKLE3	0.0438405419024954	0.903865466970838	0.106379019533123	0.791699907371806	0.903865466970838	0.791699907371806
IFITM1	0.0236212156855973	0.944285352121693	0.0850725629910519	0.791939777571458	0.944285352121693	0.791939777571458
CEP170	0.0172633871615235	0.947360911739752	0.0744262027441274	0.792021740437095	0.947360911739752	0.792021740437095
CCDC99	-0.142048557236491	0.596254366399112	-0.0845721760944947	0.792021740437095	0.792021740437095	0.596254366399112
CRIPAK	-0.157726124534288	0.496105152403551	-0.0964159147796844	0.792021740437095	0.792021740437095	0.496105152403551
CCT6A	0.0139513083516388	0.957439837773621	0.0750127937991461	0.792355519356437	0.957439837773621	0.792355519356437
URM1	0.0106870313717498	0.958264426846559	0.07112948434881	0.792498039403168	0.958264426846559	0.792498039403168
LOC100288123	-0.186100903223605	0.623557991706458	-0.124393665858822	0.792498039403168	0.792498039403168	0.623557991706458
ZNF256	-0.161913452367141	0.590328184519921	-0.101155377740162	0.792498039403168	0.792498039403168	0.590328184519921
PANK3	0.0405482805938044	0.92065319815683	0.0958726373778633	0.792512094802212	0.92065319815683	0.792512094802212
SNTB2	-0.149208865414151	0.596777633374172	-0.0916762807893886	0.792512094802212	0.792512094802212	0.596777633374172
LOC645212	0.0411126760261107	0.903107952894469	0.100385728608386	0.792579465505399	0.903107952894469	0.792579465505399
INO80C	-0.159386078630266	0.6047739373233	-0.0994909830533196	0.79270076257315	0.79270076257315	0.6047739373233
AMD1	0.020521459705858	0.94792849015875	0.080560875701184	0.792749378273033	0.94792849015875	0.792749378273033
NOP2	-0.139603946009642	0.574064942566593	-0.0784400627475301	0.792749378273033	0.792749378273033	0.574064942566593
ZNF846	-0.205370036392993	0.671285315756225	-0.14729491369462	0.792951985577848	0.792951985577848	0.671285315756225
MAP3K7	-0.134250730867728	0.527191903758032	-0.075314061771188	0.793250249861977	0.793250249861977	0.527191903758032
SLC7A5P1	0.111070178017428	0.8763994262502	0.170890481027989	0.793250249861977	0.8763994262502	0.793250249861977
NOXA1	-0.265469911112231	0.754188225669331	-0.198779277920408	0.793250249861977	0.793250249861977	0.754188225669331
FAM48A	-0.12991269701272	0.423034580570587	-0.0709191362223012	0.793764170211505	0.793764170211505	0.423034580570587
LOC642361	-0.203146239212764	0.689671314997515	-0.137267117807543	0.793795801435388	0.793795801435388	0.689671314997515
LRBA	0.00731552443252234	0.970996022480364	0.0673651985587507	0.793977016280639	0.970996022480364	0.793977016280639
CRELD2	0.0261904770253893	0.936556547766044	0.0892665574248181	0.795081170106652	0.936556547766044	0.795081170106652
EBLN2	-0.182412108436762	0.612399290022619	-0.122854275005379	0.795288711212101	0.795288711212101	0.612399290022619
TMEM231	-0.159952555117592	0.548302570558406	-0.0988485980544504	0.795512912646972	0.795512912646972	0.548302570558406
FAM173A	-0.280432931752595	0.733887312891861	-0.210390884471705	0.795512912646972	0.795512912646972	0.733887312891861
GPR56	-0.237313974572342	0.741823052637391	-0.173308012771797	0.795512912646972	0.795512912646972	0.741823052637391
ZNF137P	-0.208038560824182	0.657846349240567	-0.153503204416651	0.795512912646972	0.795512912646972	0.657846349240567
ZKSCAN3	-0.170914781945781	0.621745691463827	-0.113685105109116	0.79555481596903	0.79555481596903	0.621745691463827
LOC728190	-0.177021965214186	0.57245701344793	-0.115176097620706	0.795632474440898	0.795632474440898	0.57245701344793
FPGS	0.0233862530519035	0.94727172451615	0.0866064945844497	0.795632474440898	0.94727172451615	0.795632474440898
KIF21B	-0.139063242158526	0.587455248830032	-0.077632126076887	0.796041743269082	0.796041743269082	0.587455248830032
PRORSD1P	0.035060982028931	0.913113459190604	0.0962596100781345	0.798280955105323	0.913113459190604	0.798280955105323
TAF4B	0.0142372728637889	0.949245215540856	0.0733091624588212	0.798280955105323	0.949245215540856	0.798280955105323
AMACR	-0.17723190334166	0.668729622230514	-0.115377545482906	0.798280955105323	0.798280955105323	0.668729622230514
MTX1	-0.141347858607797	0.584857196483967	-0.0799811577675262	0.798280955105323	0.798280955105323	0.584857196483967
ORMDL3	-0.136700344083604	0.584524348584453	-0.0772300262948775	0.798280955105323	0.798280955105323	0.584524348584453
GPN2	-0.155371460849164	0.617810553825325	-0.0929049729866007	0.798280955105323	0.798280955105323	0.617810553825325
SEC61A2	-0.144603242995957	0.476720012601151	-0.0848680838293249	0.798693839740858	0.798693839740858	0.476720012601151
TOPORS	-0.132611348776741	0.523178581251965	-0.0738495363684967	0.79913754237888	0.79913754237888	0.523178581251965
MTMR8	0.0593610280379041	0.893312564361285	0.116483320938739	0.79913754237888	0.893312564361285	0.79913754237888
DNPEP	0.0187969240602809	0.95117879919576	0.0792927182381486	0.799266400984162	0.95117879919576	0.799266400984162
CTSA	-0.136024129347627	0.558797300486893	-0.0750425897758072	0.799266400984162	0.799266400984162	0.558797300486893
GMDS	-0.132232772734004	0.481292070442708	-0.073456524696164	0.799517310664714	0.799517310664714	0.481292070442708
FAM108A1	-0.225049996119756	0.724350598607024	-0.156983019105242	0.799680071409692	0.799680071409692	0.724350598607024
VPS16	0.0188557765907625	0.947393378154187	0.079548626902581	0.799805589311457	0.947393378154187	0.799805589311457
TADA2B	0.019251760861462	0.931913064826915	0.0784543240026502	0.799897335608884	0.931913064826915	0.799897335608884
WHSC1	0.0071979283234237	0.973118993404122	0.0664085476943902	0.80029320624967	0.973118993404122	0.80029320624967
C8orf45	-0.249603070219932	0.709987889644172	-0.197535465092036	0.800853934626776	0.800853934626776	0.709987889644172
CCDC66	-0.173557505100696	0.66651239750057	-0.116953851019408	0.801468381822452	0.801468381822452	0.66651239750057
C17orf90	-0.191866683584173	0.686733155284508	-0.127224065056882	0.801740915856084	0.801740915856084	0.686733155284508
C4orf46	0.0219480736074548	0.940512322198445	0.0788300918350194	0.801772315955154	0.940512322198445	0.801772315955154
ASL	0.0117325041276884	0.956173017382028	0.0715894143677342	0.801916288516013	0.956173017382028	0.801916288516013
CLEC4G	0.126535964884291	0.890061635079316	0.171740016389386	0.801916288516013	0.890061635079316	0.801916288516013
ZNF445	0.0159036359777111	0.953818490156687	0.0723059809873683	0.802171838899925	0.953818490156687	0.802171838899925
APRT	-0.133454044664729	0.592100175707377	-0.0739198661517712	0.802619843395397	0.802619843395397	0.592100175707377
LOC100505783	0.0438524190125046	0.914729821240659	0.103205397927109	0.803114377976257	0.914729821240659	0.803114377976257
COMMD9	0.0119460862182709	0.94948905284535	0.0716012032810299	0.803470984701925	0.94948905284535	0.803470984701925
FIBP	0.00888048911779716	0.972106449779045	0.0701810782282638	0.803914288738628	0.972106449779045	0.803914288738628
CCNK	0.0117917686562522	0.967146865921126	0.0741766735767217	0.804187175480171	0.967146865921126	0.804187175480171
PRELID2	0.0937539773686057	0.888942416714972	0.150308369521581	0.805191675507145	0.888942416714972	0.805191675507145
TAOK1	-0.142123969076506	0.672427311457021	-0.0849613077659029	0.805321378045648	0.805321378045648	0.672427311457021
ANAPC2	-0.148311714841425	0.640894104920177	-0.0856065808855601	0.805335788076684	0.805335788076684	0.640894104920177
METTL19	-0.147652815078921	0.49039032833973	-0.0882708495687898	0.805701209511253	0.805701209511253	0.49039032833973
ANKRD27	-0.124810470102589	0.380975379105192	-0.0651451798731791	0.806036500274192	0.806036500274192	0.380975379105192
DSTNP2	0.0466981738933738	0.8911104312376	0.105039623279592	0.806254201574647	0.8911104312376	0.806254201574647
GIPC2	-0.320980472677422	0.776138529229501	-0.273430495281249	0.806621369118155	0.806621369118155	0.776138529229501
HSPA9	0.00346647277805841	0.986001670891404	0.0633524271494498	0.806826817501707	0.986001670891404	0.806826817501707
FLYWCH2	-0.17984495415401	0.681589929042686	-0.116559472284407	0.806995177096907	0.806995177096907	0.681589929042686
ZNF815	0.0482006705379453	0.899056119036385	0.108089504378808	0.8074242213926	0.899056119036385	0.8074242213926
CA13	0.0816444001110003	0.900880757170853	0.129023064894754	0.807570577220852	0.900880757170853	0.807570577220852
RNF121	-0.131524148521626	0.480795424323947	-0.0713940624475556	0.807580096426254	0.807580096426254	0.480795424323947
DPH3	0.0139850758594927	0.953846146163436	0.0723471350839655	0.807580096426254	0.953846146163436	0.807580096426254
TCP11L1	0.0220379710536953	0.93896759368093	0.0807957241083802	0.808223146649406	0.93896759368093	0.808223146649406
C2orf28	0.00408655209256119	0.983850447821356	0.0632191376622352	0.809030442525304	0.983850447821356	0.809030442525304
NEIL3	0.032470747672474	0.91442847364369	0.0910432264827717	0.809030442525304	0.91442847364369	0.809030442525304
CDC16	-0.123187037081855	0.362533139473334	-0.0636918258953014	0.809035947482876	0.809035947482876	0.362533139473334
SIPA1L1	-0.12611305214288	0.511865155252017	-0.0656514385603606	0.809444005204465	0.809444005204465	0.511865155252017
HACE1	0.024230230184803	0.939363865808634	0.0811685946448148	0.809547265967676	0.939363865808634	0.809547265967676
SMG7	-0.123701103712852	0.475242342504641	-0.0640228995103873	0.809772826998436	0.809772826998436	0.475242342504641
LRRC37B	0.0163269356295185	0.942995288975331	0.0796308050966557	0.810107924474989	0.942995288975331	0.810107924474989
MARCH2	-0.160996205368332	0.653380498440712	-0.100138798141102	0.810207890658638	0.810207890658638	0.653380498440712
LEPR	-0.197461366310842	0.6860219073819	-0.138686553964157	0.810288625877283	0.810288625877283	0.6860219073819
ELOVL5	0.00563293197766972	0.98182884917718	0.0651357104233623	0.810288625877283	0.98182884917718	0.810288625877283
TADA3	0.00979141107229596	0.97159107495663	0.0706587037984095	0.810456757068498	0.97159107495663	0.810456757068498
ATF4	-0.12964585113816	0.543016664264109	-0.0678678298914974	0.811366112606846	0.811366112606846	0.543016664264109
PALB2	-0.132628345582394	0.560793861705337	-0.0745583719414108	0.811622793731847	0.811622793731847	0.560793861705337
ANO7	-0.169373767224502	0.649084834348944	-0.109101722008251	0.811622793731847	0.811622793731847	0.649084834348944
C20orf20	0.00926351271446543	0.963033886643531	0.0685847468675523	0.812078176782675	0.963033886643531	0.812078176782675
NUMA1	0.00941839736311118	0.97525628642578	0.0719631388446805	0.812082160808635	0.97525628642578	0.812082160808635
CLSTN3	0.00932244095763736	0.972895953162316	0.0697283420832025	0.812181724670954	0.972895953162316	0.812181724670954
C14orf79	0.0640477365975421	0.906732288668397	0.122628198615515	0.812408395948203	0.906732288668397	0.812408395948203
ITPA	-0.125397135703539	0.46439236530765	-0.0656964017077257	0.812419188463084	0.812419188463084	0.46439236530765
UTY	-0.478973615904023	1	-0.419770381489519	0.812680228896052	1	0.812680228896052
ZNF124	0.0332675241451005	0.918938643275271	0.0916334373794225	0.81298185491424	0.918938643275271	0.81298185491424
C7orf25	0.0285382641506741	0.922886517579494	0.0868793451575712	0.813279572709394	0.922886517579494	0.813279572709394
ZNF273	-0.170263189368358	0.687319700151367	-0.115871163285613	0.813298016036325	0.813298016036325	0.687319700151367
SLMO1	0.0338873622838487	0.924883394834552	0.0947293848439249	0.813401988553165	0.924883394834552	0.813401988553165
MRM1	0.0273424087682011	0.931624885824758	0.0887212753542387	0.813480209723042	0.931624885824758	0.813480209723042
ZNF396	-0.243087155499464	0.739829203419365	-0.199826882028703	0.813598724953065	0.813598724953065	0.739829203419365
NOP10	0.00110756484300492	0.995421551275503	0.0605420527751019	0.813871285801615	0.995421551275503	0.813871285801615
COLQ	-0.167738006246945	0.650321250442643	-0.107734946254777	0.814344557392949	0.814344557392949	0.650321250442643
ABCG1	-0.16895017079354	0.611200391020066	-0.106335455320428	0.814353613975903	0.814353613975903	0.611200391020066
TYSND1	-0.138836745289001	0.601221318718051	-0.0779145469318365	0.814647193291788	0.814647193291788	0.601221318718051
NDUFB2	-0.128168845881664	0.564982588207042	-0.0680190920510501	0.815076552092145	0.815076552092145	0.564982588207042
MRPS16	-0.00251570938454713	0.985862805218745	0.0572328349152298	0.815356680655326	0.985862805218745	0.815356680655326
STARD7	-0.00140946281950066	0.992819551522773	0.0571893680000597	0.815605948371242	0.992819551522773	0.815605948371242
ZNF131	-0.135564623426415	0.597496225606771	-0.0774612785908332	0.815984380906486	0.815984380906486	0.597496225606771
PBX3	-0.13095069282503	0.594285134984855	-0.0719631342170131	0.816513921781548	0.816513921781548	0.594285134984855
GSTM3	-0.215831695101508	0.726708807544062	-0.160001067255682	0.817267784478847	0.817267784478847	0.726708807544062
EFCAB11	0.0386664851575774	0.889725248009004	0.094123166911102	0.817275642426648	0.889725248009004	0.817275642426648
PAPOLG	0.0238452937176069	0.945752013926524	0.0798865062443467	0.818041072280754	0.945752013926524	0.818041072280754
CCDC94	0.0173075622278807	0.958930614983902	0.0802795302354355	0.819982012416377	0.958930614983902	0.819982012416377
AHCYL1	-0.117554670308262	0.370831554757116	-0.0583139484985155	0.820005825575215	0.820005825575215	0.370831554757116
SRXN1	0.0324147774761763	0.940512322198445	0.0923068119337545	0.820005825575215	0.940512322198445	0.820005825575215
OSBP	-0.000260076743988147	0.99885258268248	0.0590536164503457	0.820283026535587	0.99885258268248	0.820283026535587
RBMXL1	-0.13296721802415	0.612665886868054	-0.0721896747896224	0.820513566259637	0.820513566259637	0.612665886868054
KIAA0415	0.019731657822864	0.958264426846559	0.0841213064692806	0.820674024366041	0.958264426846559	0.820674024366041
BEND6	-0.217536891697335	0.712873083732384	-0.167556741907124	0.820772476420131	0.820772476420131	0.712873083732384
ZNF658	0.0548268746923755	0.901078559628656	0.113311947463126	0.821012818346923	0.901078559628656	0.821012818346923
B3GAT3	0.0183342186857884	0.959190269914996	0.0804115643776952	0.821168319559139	0.959190269914996	0.821168319559139
IDH3B	-0.124740165298986	0.55937735339565	-0.0639128980519599	0.821184244471733	0.821184244471733	0.55937735339565
SULT1A1	-0.224410203919678	0.760579618180074	-0.164383797885948	0.821319404949668	0.821319404949668	0.760579618180074
C2CD3	0.0110774845886941	0.967250870785324	0.0705375336879033	0.821958881576216	0.967250870785324	0.821958881576216
CCDC97	-0.141460780198621	0.662634568715086	-0.0783448526942541	0.821987928609636	0.821987928609636	0.662634568715086
KIAA1456	-0.237855451001848	0.773227091491351	-0.190519172604472	0.821987928609636	0.821987928609636	0.773227091491351
TTC30B	0.0302753079577659	0.936699956677437	0.0897388478352025	0.822110760737905	0.936699956677437	0.822110760737905
LY6G5B	-0.150278779887109	0.618475092327311	-0.0906379979413584	0.823029338007902	0.823029338007902	0.618475092327311
PIGW	-0.14691277959329	0.665378423272333	-0.0895260811073756	0.823354199266729	0.823354199266729	0.665378423272333
FBXW4	-0.142077156136474	0.678872889402316	-0.0803961179632367	0.823810134241848	0.823810134241848	0.678872889402316
TRAP1	-0.135457328634287	0.659600162123411	-0.0734211210678108	0.824145214534711	0.824145214534711	0.659600162123411
RALGAPB	-0.123145563092458	0.582693989947407	-0.0641699193176487	0.824319070184181	0.824319070184181	0.582693989947407
FAM98B	0.012718208227	0.967824170692692	0.070270021301453	0.824453691313117	0.967824170692692	0.824453691313117
WIPI2	-0.121324085396862	0.509928600613714	-0.061321134957999	0.824792185376694	0.824792185376694	0.509928600613714
DDX55	-0.00122755169257074	0.993875164250135	0.0581766813908461	0.824799301811147	0.993875164250135	0.824799301811147
MAPK13	0.0379556782437622	0.936624633489127	0.0971800743633656	0.824799301811147	0.936624633489127	0.824799301811147
LOC100128881	-0.160118185325446	0.658281439224356	-0.0981087233315853	0.824982895220293	0.824982895220293	0.658281439224356
LOC100131094	0.0580122230184288	0.907604792985325	0.116851408215065	0.824982895220293	0.907604792985325	0.824982895220293
EVI5	0.0502703322110122	0.92061963979724	0.103177901028402	0.825291352643073	0.92061963979724	0.825291352643073
OBFC2B	-0.127819753129723	0.618043105032165	-0.0681305424504687	0.825291352643073	0.825291352643073	0.618043105032165
MYH7B	0.0807049547372228	0.90297920861473	0.14754062905155	0.825295597231833	0.90297920861473	0.825295597231833
ZFP62	0.00649999881436714	0.979904943734662	0.0645372873087139	0.8264539808534	0.979904943734662	0.8264539808534
HMGN5	-0.164478330569502	0.730205054119865	-0.109531403294839	0.827068378658792	0.827068378658792	0.730205054119865
SELS	0.00301360360906861	0.987549492309712	0.0619392975032467	0.827593724068441	0.987549492309712	0.827593724068441
ESF1	0.016791001313045	0.963033886643531	0.0741471317573029	0.827602470128017	0.963033886643531	0.827602470128017
HSPA14	0.00402466104083826	0.984704600533086	0.062647117523433	0.827602470128017	0.984704600533086	0.827602470128017
ZNF484	0.0315323179928731	0.93038260102387	0.0895657943415877	0.827854898390382	0.93038260102387	0.827854898390382
FAM49A	0.0664810609078265	0.917983606608256	0.125210515592859	0.827899224698705	0.917983606608256	0.827899224698705
SS18	-0.120726780253139	0.584769029966578	-0.0625785544263669	0.828391679166047	0.828391679166047	0.584769029966578
FXR2	-0.124893456510244	0.552716209427501	-0.0647139871233023	0.828786829697882	0.828786829697882	0.552716209427501
GRIPAP1	-0.00247023118985555	0.990872055212051	0.0576933831905052	0.829135578211614	0.990872055212051	0.829135578211614
MDP1	-0.171687442771459	0.699021357136161	-0.10969757601964	0.829227169479867	0.829227169479867	0.699021357136161
RC3H2	-0.128995330221645	0.599072506528728	-0.070093280214876	0.829227169479867	0.829227169479867	0.599072506528728
MEA1	-0.117960866445455	0.498572062268197	-0.0593961212176644	0.829476598912566	0.829476598912566	0.498572062268197
ZBTB10	0.0177865666201199	0.949128517564979	0.0759527074638554	0.82967869984353	0.949128517564979	0.82967869984353
CAB39L	-0.15697680978226	0.641952388205413	-0.0978500121456166	0.829710531527529	0.829710531527529	0.641952388205413
NR1H2	0.0133031008951771	0.972234203760422	0.0770849064154398	0.829710531527529	0.972234203760422	0.829710531527529
LOC100288069	-0.134739860342539	0.59406335717033	-0.0756799055785293	0.830230837492303	0.830230837492303	0.59406335717033
CD200	0.0202132321031298	0.959636174870259	0.0768279188729085	0.830894213868277	0.959636174870259	0.830894213868277
SRF	-0.143594424825037	0.699444858540244	-0.0792448030988272	0.831876106805722	0.831876106805722	0.699444858540244
GATS	0.00513918194578956	0.982606295026722	0.0651351310431416	0.833098061264572	0.982606295026722	0.833098061264572
SIK3	-0.0034987213645437	0.984704600533086	0.0557557915059464	0.833220712433536	0.984704600533086	0.833220712433536
COX8A	0.00852825581209778	0.981957833562048	0.0716065507815689	0.833220712433536	0.981957833562048	0.833220712433536
DICER1-AS	-0.183089317052874	0.705091717906371	-0.127293471485719	0.833220712433536	0.833220712433536	0.705091717906371
POTEE	-0.293639102631183	0.82372492026055	-0.184655183656836	0.833220712433536	0.833220712433536	0.82372492026055
RECQL5	0.00136177386200211	0.995523571265264	0.0617353218585502	0.833220712433536	0.995523571265264	0.833220712433536
FAM193A	-0.00235951452278815	0.991605953063339	0.0583352930651588	0.833366956623741	0.991605953063339	0.833366956623741
CDCA2	0.00503840105519423	0.984704600533086	0.0633554848977269	0.83351748667189	0.984704600533086	0.83351748667189
BBS7	0.0137930073502543	0.960069666702851	0.0715330815840479	0.834153505724663	0.960069666702851	0.834153505724663
MBLAC1	0.0644681628159573	0.923239731979207	0.123582943297541	0.834933993075562	0.923239731979207	0.834933993075562
METAP2	-0.118726457944177	0.598909207431668	-0.0592822880753126	0.834964002764161	0.834964002764161	0.598909207431668
ENDOG	-0.176536311981906	0.721383289796766	-0.113681850896373	0.835242165733225	0.835242165733225	0.721383289796766
AGAP6	-0.13332230258889	0.518436938928427	-0.0715328608098568	0.83544070440118	0.83544070440118	0.518436938928427
TSPYL1	-0.119636598445091	0.604853117898113	-0.0609909132759578	0.835525446593032	0.835525446593032	0.604853117898113
EVI5L	-0.154373623836149	0.708319290406471	-0.0893988847876896	0.835525446593032	0.835525446593032	0.708319290406471
GBA	0.00946154005531558	0.969504262425943	0.0690350604713731	0.835673170899101	0.969504262425943	0.835673170899101
GLDC	-0.00537632598042444	0.980279780090675	0.0542659922340848	0.836087148490457	0.980279780090675	0.836087148490457
FAM164C	-0.194792132463406	0.743968556627286	-0.14780871750206	0.836139395894988	0.836139395894988	0.743968556627286
GPAA1	-0.153139010653916	0.722999780403654	-0.0881862009728755	0.83672697674427	0.83672697674427	0.722999780403654
LOC728554	-0.156205860859862	0.694266207957708	-0.0956968245443043	0.836859171616507	0.836859171616507	0.694266207957708
RFC1	-0.119880331564657	0.631728955246166	-0.0611049562524764	0.836859171616507	0.836859171616507	0.631728955246166
CHORDC1	0.00610510948597477	0.984394117000572	0.06343528078956	0.836859171616507	0.984394117000572	0.836859171616507
ADSS	-0.120942450101041	0.637785417423476	-0.0624049942889109	0.837242635152973	0.837242635152973	0.637785417423476
CBX5	-0.130546098269409	0.721991283451722	-0.0753351567205389	0.837242635152973	0.837242635152973	0.721991283451722
BBS10	0.0210012814202092	0.952491728864295	0.0779976151728531	0.837435272798521	0.952491728864295	0.837435272798521
F12	0.0751601486532378	0.919617314855687	0.134268393697297	0.837533512604348	0.919617314855687	0.837533512604348
STIL	-0.125628153866005	0.654082835544463	-0.0672233112358477	0.837692506139274	0.837692506139274	0.654082835544463
C4orf42	0.0153604377701944	0.958264426846559	0.074444967585928	0.838145321118826	0.958264426846559	0.838145321118826
SLX4	-0.123037724356496	0.541850775916274	-0.0626931582666602	0.838145321118826	0.838145321118826	0.541850775916274
CCS	-0.131129337530621	0.646629738500472	-0.0694730882004955	0.838145321118826	0.838145321118826	0.646629738500472
RUFY1	-0.119665684028283	0.534694593561404	-0.0601680667024954	0.838145321118826	0.838145321118826	0.534694593561404
NDUFS7	-0.186479458129596	0.759633592474469	-0.120908148141568	0.838159478483574	0.838159478483574	0.759633592474469
GPBP1	-0.000960023313863193	0.996712344476738	0.056956704506394	0.838159478483574	0.996712344476738	0.838159478483574
TBPL1	-0.12506154049697	0.60887173778748	-0.0660851178538458	0.838782244115496	0.838782244115496	0.60887173778748
PCDHGA11	-0.159358355054097	0.722034805662043	-0.0986191827438569	0.838981190373123	0.838981190373123	0.722034805662043
CDK5RAP2	-0.118420227738232	0.591622437688995	-0.0582796496312785	0.839272637239213	0.839272637239213	0.591622437688995
MKL1	0.00483784115609454	0.989457586815319	0.0693441256550718	0.83943078218334	0.989457586815319	0.83943078218334
CDCA3	-0.120522267931003	0.515772979918693	-0.0616814890093538	0.839648985116571	0.839648985116571	0.515772979918693
SP4	-0.15235005388109	0.751474536795204	-0.0979573859224357	0.840261077619153	0.840261077619153	0.751474536795204
NHLRC1	-0.193374988994084	0.735442314953618	-0.135098441290214	0.840261077619153	0.840261077619153	0.735442314953618
C10orf46	-0.122462027615042	0.657740648078628	-0.0646095544060367	0.840261077619153	0.840261077619153	0.657740648078628
RHBDF2	0.0115319945151697	0.976175615114732	0.0750376346696899	0.840471749019643	0.976175615114732	0.840471749019643
CCT7	-0.116572655251869	0.553311529445887	-0.0559526271735431	0.840988573021113	0.840988573021113	0.553311529445887
PCMT1	-0.118343331601933	0.611174783444193	-0.0597736766358271	0.841279227390376	0.841279227390376	0.611174783444193
MYCBPAP	0.11193719920632	0.916532470250178	0.164801153697863	0.841723404392851	0.916532470250178	0.841723404392851
TCEAL3	0.00805648595220508	0.97630654932057	0.0674192282127505	0.841723404392851	0.97630654932057	0.841723404392851
LOC401588	0.0203828786819581	0.949245215540856	0.0795191581853422	0.841723404392851	0.949245215540856	0.841723404392851
GPX4	0.00237556388644887	0.994683959323724	0.0659573008271873	0.842464472069509	0.994683959323724	0.842464472069509
PMM2	-0.115690401192918	0.51926833965758	-0.0558836955960403	0.842512621486005	0.842512621486005	0.51926833965758
PHLPP2	-0.124665325403796	0.64957303699107	-0.0676561613734578	0.84284409820451	0.84284409820451	0.64957303699107
OS9	-0.00849593366110113	0.968438538212099	0.0524580886251259	0.842905688078238	0.968438538212099	0.842905688078238
SLC39A4	0.0367549831802725	0.941298137556544	0.102170885201426	0.843073991872851	0.941298137556544	0.843073991872851
GNG11	-0.208441552944293	0.777892392335257	-0.154038603984791	0.843739472892819	0.843739472892819	0.777892392335257
ABCC2	-0.183849751088014	0.782678669618844	-0.10951285196837	0.843792468157569	0.843792468157569	0.782678669618844
NR4A1	-0.177828248550255	0.75738817799019	-0.114186808976154	0.843792468157569	0.843792468157569	0.75738817799019
PEX19	-0.0101686644447447	0.948100077813394	0.0493732416020956	0.843901722941468	0.948100077813394	0.843901722941468
SUMO1	0.00313223132633855	0.992467911194994	0.0605944590192163	0.843975455316098	0.992467911194994	0.843975455316098
NT5C2	-0.121838314510679	0.675963990017003	-0.063980090067785	0.844657219199854	0.844657219199854	0.675963990017003
GALNTL4	0.064221463989068	0.931601738652332	0.12762354211515	0.844912917965245	0.931601738652332	0.844912917965245
LOC100507266	0.0225504903704222	0.94856316138654	0.0818787869739744	0.845082374348748	0.94856316138654	0.845082374348748
ZNF317	-0.00814002448703252	0.963391522639526	0.0516387648228786	0.845142489834379	0.963391522639526	0.845142489834379
SFXN2	0.00156232224362438	0.995356945975953	0.0604988371028785	0.84572671551393	0.995356945975953	0.84572671551393
U2AF1L4	0.0138071340822481	0.966395735120926	0.0760492931847668	0.846230629826889	0.966395735120926	0.846230629826889
FUT10	-0.130480568349425	0.603572292689977	-0.0715722999862161	0.846291776193123	0.846291776193123	0.603572292689977
BCL2L2	-0.00766709134449135	0.963033886643531	0.0518997970581812	0.847007387668606	0.963033886643531	0.847007387668606
BAG4	0.00703036955792659	0.983246833383855	0.0626470338271141	0.847007387668606	0.983246833383855	0.847007387668606
RNF24	0.0016855916223088	0.994415960773955	0.0619155038035939	0.847401468388434	0.994415960773955	0.847401468388434
RPL23AP82	0.0159289775076779	0.96024602324659	0.0755730909076829	0.847531093879346	0.96024602324659	0.847531093879346
HTATIP2	-0.00317909514456983	0.988332060864514	0.0555284535770825	0.847783344626759	0.988332060864514	0.847783344626759
CPSF2	0.00116241180217469	0.996712344476738	0.0577832562807086	0.848232904834515	0.996712344476738	0.848232904834515
RBM8A	-0.110028157096828	0.489396083963595	-0.0503926974874324	0.849211702821566	0.849211702821566	0.489396083963595
NUP50	-0.00901583591534146	0.96682390026217	0.0495170647629823	0.849260991403685	0.96682390026217	0.849260991403685
